"ID","Primary_Text","Analyzed_Word","Glosses","Translation","Comment","LGR"
"a92","Eyuk, edo ta Nik yop bat.","Eyuk		edo	ta	nik	yop	bat","yes		DEM.this	again	Nik	fruit	hunt","Yes, this again is about finding some Nik fruits.","","WORD_ALIGNED"
"a93","Nik yop bat wenem engge kemup.","Nik	yop	bat	wen-em	engg-e	kem-up","Nik	fruit	hunt	go-1PL.IMP	say-SM	do-1PL","We wanted to go for fruits of Nik.","","WORD_ALIGNED"
"a94","Amben ambonem engge kemen wunup uyot, tekmane keman.","Amb-en	ambon-em	engg-e	kem-en	wun-up	uyot		tekm-an-e	kem-an","bear_fruit-N	search-1PL.IMP	say-SM	do-N	go-1PL	DEM.CAUS		tell-IRR-SM	do-1SG","I want to tell about (the one time) we planned to look for (them).","","WORD_ALIGNED"
"a95","Eyuk, Nik yop bat wunup.","eyuk		nik	yop	bat	wun-up","yes		Nik	fruit	hunt	go-1PL","Yes, we went for Nik fruits.","","WORD_ALIGNED"
"a96","Ne en, ambo Lukas an, Agus an okune ambip hutan wunup.","ne	=en		ambo	Lukas	=an		Agus	=an		okun-e	ambip	hutan	wun-up","1SG	=COP		older_brother	Lukas	=COP		Agus	=COP		like_that-SM	house	forest	go-1PL","It was me, brother Lukas and Agus, we went to the forest house.","","WORD_ALIGNED"
"a97","Tut wani, Oga.","tut	wani		Oga","forest	down		Oga","The forest down there, at the Oga river.","","WORD_ALIGNED"
"a98","Wenonup ko, wene wene, kim wunupten.","weno-n-up	=ko		wen-e	wen-e		kim	wun-up-ten","go-SS-1PL	=PTC		go-SM	go-SM		road	go-1PL-PFV","We went on until we arrived at the road (leading to the river).","","WORD_ALIGNED"
"a99","Kim wune ani bet, ko, nekwaup ki.","kim	wun-e	ani	=bet		ko		nekwa-up	=ki","road	enter-SM	down	=LOC		PTC		prepare-1PL	=EMPH","We took that road down there, okay, and we made plans.","","WORD_ALIGNED"
"a100","""Kaduk ma ege wonok, ta kaduk ma go ege wonok"", engge nekwagolup ko,","kaduk	=ma	ege	won-ok		ta	kaduk	=ma	=go	ege	won-ok		engg-e	nekwa-gol-up	=ko","man	=other	DEM.here	go-3SG.M.IMP		and	man	=other	=PTC	DEM.here	go-3SG.M.IMP		say-SM	prepare-SS-1PL	=PTC","""One man shall go this way and one man shall go that way"", we planed like that and ...","","WORD_ALIGNED"
"a101","""Eyuk, kip ko ogo winime"", enggan.","eyuk		kip	=ko	ogo	win-ime		engg-an","yes		2PL	=PTC	DEM	go-2PL.IMP		say-1SG","""Yes, you go that way"", I said.","","WORD_ALIGNED"
