"ID","Primary_Text","Analyzed_Word","Glosses","Translation","Comment","LGR"
"a167","Ta ma edo, ne ambo Lukas yom.","ta	ma	edo		ne	ambo	Lukas	yom","and	but	DEM.this		1SG	older_brother	PN	COM","But this one is about brother Lukas and me.","","WORD_ALIGNED"
"a43","Oye otbop.","oye	otbop","DEM.POSS	language","Its story.","","WORD_ALIGNED"
"a1242","Tinggan Muying a amun wa tien go,","tinggan	muying	=a	amun	wa	ti-en	=go","rat	kind_of_mouse	=LNK	nest	build_nest	stay-3SG.M	=PTC","A Muying rat that made a nest to stay in and ...","","WORD_ALIGNED"
"a1243","amun wa tiun go,","amun	wa	ti-un	=go","nest	build_nest	stay-3SG.F	=PTC","it made a nest to stay in ...","","WORD_ALIGNED"
"a44","wene ninggan go kido ne tinggi tobun ye otbop.","wen-e	ningg-an	=go	kido	ne	tinggi	tob-un	ye	otbop","go-SM	grab:SG.O-1SG	=PTC	down	1SG	hand	bite-3SG.F	3SG.M	story","then I cought it but it bit my hands, that's the story.","","WORD_ALIGNED"
"a45","Wolok kaba bet aliodonup a.","Wolok	kaba	=bet	alio-d-o-n-up	=a","Wolok	estuary	=OBL	stay-DUR-EP-SS-1PL	=LNK","We stayed at the Wolok estuary and ...","","WORD_ALIGNED"
"a46","Ambo Lukas odo ye kacang alumen.","ambo	Lukas	odo	ye	kacang	alum-en","older_brother	PN	DEM	3SG.M	peanut (BI)	plant:PL.O-3SG.M.IPFV","brother Lukas planted his peanuts.","","WORD_ALIGNED"
"a47","Kacang petak talep yanop okune alumen.","kacang	petak	talep	yanop	okun-e	alum-en","peanut (BI)	patch (BI)	big	there_is	like_that-SM	plant:PL.O-3SG.M.IPFV","It was a very big patch of peanuts that he planted.","","WORD_ALIGNED"
"a1278","Alumo-gol-e,","alumo-gol-e","plant:PL.O-SS.SEQ-3SG.M","He planted them and he ...","","WORD_ALIGNED"
"a48","wene wene, ""kacang edo tua kele wonon yo"", enggenet,","wen-e	wen-e		kacang	edo	tua	kel-e	won-on	=yo		engge-n-e	=t","go-SM	go-SM		peanut (BI)	DEM.this	old (BI)	become-SM	go-3SG.M.PFV	=QUOT		say-SS3SG.M	=and_then.SS","went on until ""The peanuts are becoming old already"", he said and then ...","","WORD_ALIGNED"
"a1331","badaen.","bada-en","pull_out-3SG.M","he harvested them.","","WORD_ALIGNED"
"a49","Emba kanggon, yeka ye kacang aip okune alumen.","emba	kanggon		yeka	ye	kacang	aip	okun-e	alum-en","father	also		3SG.REFL	3SG.M	peanut	there_is	like_that-SM	plant:PL.O-3SG.M","Father too, he also planted his own peanuts.","","WORD_ALIGNED"
"a50","Kacang ambikin talep kai okune komboden.","kacang	ambikin	talep	kai	okun-e	komb-o-den","peanut	ground	big	very	like_that-SM	put:SG.O-3SG.M-PFV","He made a very big peanut garden.","","WORD_ALIGNED"
"a51","Okune go, ambo Lukas ye kacang odo badanmo bomane.","okun-e	=go		ambo	Lukas	ye	kacang	odo	bad-an	=mo	boma-n-e","like_that-SM	=PTC		older_brother	PN	3SG.M	peanut	DEM	pull_out-N	=ADV	walk-SS-3SG.M","It was like that and brother Lukas, his peanuts, brother Lukas harvested his peanuts and he ...","","WORD_ALIGNED"
"a52","Wene wene oknum adep okune kan wonoden.","wen-e	wen-e	oknum	adep	okun-e	ka-n	won-o-den","go-SM	go-SM	island	like	like_that-SM	put:PL.O-N	go-3SG.M-PFV","he made like some islands and left them.","","WORD_ALIGNED"
"a53","Oknum adep okune kolimo, kolimo kemen bomaen.","oknum	adep	okun-e	kol-i=mo		kol-i=mo	kem-en	boma-en","island	like	like_that-SM	leave-INF=always		leave-INF=always	do-3SG.M	walk-3SG.M","He made like some further islands and left them.","","WORD_ALIGNED"
"a54","Okunegole badane nowan kelimo.","okune-gol-e	badan-e	nowan	kel-i=mo","like_that-SS.SEQ-3SG.M	pull_out-SM	finish	finish-INF-always","He always did like that until he would finish harvesting.","","WORD_ALIGNED"
"a55","Oknum adep awane tumbe, badane nowan kelimo ogo kemen bomadon e.","oknum	adep	awane	tumb-e		badan-e	nowan	kel-i=mo	ogo	kem-en	boma-d-on	=e","island	like	round	turn_around-SM		pull_out-SM	NEG	become-INF=always	DEM	do-3SG.M	walk-DUR-3SG.M	=and_then.DS","He would harvest them by going around pulling them out and forming like islands and then ...","","WORD_ALIGNED"
"a1332","Wene wene mim mo koloden.","wen-e	wen-e	mim	mo	kol-o-den","go-SM	go-SM	one	only	leave-3SG.M-PFV","until (the last) one, he left one only.","","WORD_ALIGNED"
"a168","Oknum mim adep, kacang odo badane, wene oknum mim adep keloden.","oknum	mim	adep		kacang	odo	badan-e		wen-e	oknum	mim	adep	kel-o-den","island	one	like		peanut	DEM	pull_out-SM		go-SM	island	one	like	become-3SG.M-PFV","Like an island, he harvested the peanuts and he left one just like an island.","","WORD_ALIGNED"
