"ID","Primary_Text","Analyzed_Word","Glosses","Translation","Comment","LGR"
"a156","Eyuk, eto tana ma, tana-tana nangmimo kemip.","eyuk	eto	tana	ma		tana~tana	nangm-i	=mo	kem-ip","yes	DEM.this	child	other		child~RED	fight-INF	=always	do-2/3PL","Yes, this is about kid's fights.","","WORD_ALIGNED"
"a4588","Ini, nangma, enggimok yeman.","ini		nangm-a		engg-imok	yeman","this (BI)		figh-1SG.IMP		say-3PL.IMP	for","This is about them wanting to fight.","","WORD_ALIGNED"
"a157","Nangmimo kemip ye otbop ini olalane keman eyen.","nangm-i	=mo	kem-ip	ye	otbop	ini	olal-an-e	kem-an	eyen","fight-INF	=always	do-2/3PL	3SG.M	language	this (BI)	talk-IRR-SM	do-1SG	this_is","This is about them wanting to fight. I want to tell this story about their fight.","","WORD_ALIGNED"
"a158","Omotom a, enamba wonggo omotom.","omotom	=a		enamba	wonggo	omotom","long_time	=LNK		parents	there	long_time","A long time ago, there were parents back then.","","WORD_ALIGNED"
"a159","Katuk mim ombet amban alop yanop an.","katuk	mim	ombet	amban	alop	yanop	=an","man	one	OBL.DEM	wife	two	there_is	=COP","It was a man who had two wives.","","WORD_ALIGNED"
"a160","Ini amit mim oto, om bat winipten.","ini	amit	mim	oto	om	bat	win-ip-ten","DEM	day	one	DEM	sago	hunt	go-2/3PL-PFV","One day, they went to find sago.","","WORD_ALIGNED"
"a161","Wene om wien.","wen-e	om	wi-en","go-SM	sago	cut_down_tree-3SG.M","He went to cut down a sago tree.","","WORD_ALIGNED"
"a3887","Wionen, alumen.","wio-n-en		alum-en","cut_down_tree-SS-3SG.M		chop-3SG.M","He cut it down and tapped it.","","WORD_ALIGNED"
"a162","Ko, ambana, nimbin alop oto, amban iyo, oto nimbin alop kole om kobomip.","ko		amban	-a		nimbin	alop	oto		amban	iyo		amban	oto	nimbin	alop	kole		om	kobom-ip","PTC		wife	-PL		women	two	DEM		wife	yes (BI)		wife	DEM	women	two	CONJ		sago	squeeze_sago-2/3PL","So, the wives, the two women, yes the wife, since there were two women, they made the sago.","","WORD_ALIGNED"
"a163","Kopomip kole, ah ye oto alumogole, tipnegole ege:","kopom-ip	kole		ah		ye	oto	alumo-gol-e		tipne-gol-e		ege","squeeze_sago-2/3PL	CONJ		INTJ		3SG.M	DEM	chop_sago-SS.SEQ-3SG.M		finish-SS.SEQ-3SG.M		DEM.here","They (the wives) made the sago, so, ""oh!"", he tapped the sago and then finished and then he (said:)","","WORD_ALIGNED"
"a164","""Alume tipnaten kole, kip oto kopomene bilime.""","alum-e	tipn-a-ten	kole		kip	oto	kopome-n-e	bil-ime","chop_sago-SM	finish-1SG-PFV	CONJ		2PL	DEM	squeeze_sago-N-SM	AUX.CONT-2PL.IMP","""Since I have chopped the sago, you go on squeezing it.""","","WORD_ALIGNED"
"a165","""Om kopomene bilime, ma ne eto bali bat wanane keman.""","om	kopome-n-e	bil-ime		ma	ne	eto	bali	bat	wan-an-e	kem-an","sago	squeeze_sago-EPN-SM	AUX.CONT-2PL.IMP		but	1SG	DEM.this	hunt	hunt	go-IRR-SM	do-1SG","""You squeeze the sago, while I want to go hunting.""","","WORD_ALIGNED"
"a166","Kole, ""Eyuk!""","kole		eyuk","CONJ		yes","So, ""Yes!""","","WORD_ALIGNED"
"a167","enggip ko wonon.","engg-ip	=ko	won-on.","say-2/3PL	=PTC	go-3SG.M","they said and so he went.","","WORD_ALIGNED"
"a622","Ye oto bali bat wonoten.","ye	oto	bali	bat	won-o-den","3SG.M	DEM	hunt	hunt	go-3SG.M-PFV","He went hunting.","","WORD_ALIGNED"
"a168","Wene wonggo oto awon aen.","wen-e	wonggo	oto	awon	a-∅-en","go-SM	there	DEM	pig	3SG.M.O-hit-3SG.M","He went there to kill a pig.","","WORD_ALIGNED"
"a169","Awon aen.","awon	a-∅-en","pig	3SG.M.O-hit-3SG.M","He killed a pig.","","WORD_ALIGNED"
"a170","Ma nimbin alop oto om kopomodip ko,","ma	nimbin	alop	oto	om	kopomo-d-ip	=ko","but	women	two	DEM	sago	squeeze_sago-DUR-2/3PL	=PTC","But while the two women were squeezing the sago ...","","WORD_ALIGNED"
"a171","ta anggaktum odo mene wetambolon go.","ta	anggaktum	odo	men-e	wetambol-on	=go","and	giant	DEM	come-SM	hear-3SG	=PTC","that giant came and heard them.","","WORD_ALIGNED"
"a172","""Ih, om kopomembodip ye apain aip an.""","ih	om	kopome-mb-o-d-ip	=ye		apaini	aip	=an","INTJ	sago	squeeze_sago-PL-EPV-DUR-2/3PL	=QUOT		what_is_it (BI)	there_is	=COP","""Oh, they are making sago. What is it?""","","WORD_ALIGNED"
"a173","Mene yem kelegaen ko nowan, nimbin alop mo on.","men-e	yem	kelega-en	=ko	nowan		nimbin	alop	mo	=on","come-SM	quiet	watch-3SG.M	=PTC	NEG		women	two	only	=COP","He came and watched quietly but there was nobody (else), only women, only the two women.","","WORD_ALIGNED"
"a174","Mene banon: ""Wani ote ko?""","men-e	ban-on		wani	ote	=ko","come-SM	call:once-3SG.M		down	how	=PTC","He came and called: ""What is going on down there?""","","WORD_ALIGNED"
"a175","""Ah, nup bet om kopomembodup oe.""","ah		nup	=bet	om	kopome-mb-o-d-up	oe","INTJ		1PL	=OBL	sago	squeeze_sago-PL-EPV-DUR-1PL	QUOT","""Oh, we are tapping sago.""","","WORD_ALIGNED"
