"ID","Primary_Text","Analyzed_Word","Glosses","Translation","Comment","LGR"
"a108","Oke.","oke","okay","Okay.","","WORD_ALIGNED"
"a2343","Eto tana nanangmimo kemip.","eto	tana	nanangm-i=mo	kem-ip","DEM.this	child	persuade-INF=always	do-2/3PL","With this (story) they used to teach children a lesson.","","WORD_ALIGNED"
"a2344","Tana olalimo kemip.","tana	olal-i=mo	kem-ip","child	talk-INF=always	do-2/3PL","They used to tell it to the children.","","WORD_ALIGNED"
"a109","Olaleyimo kemip yeman, olalane keman.","olale-y-i=mo	kem-ip	yeman		olal-an-e	kem-an","talk-PL.O-INF=always	do-2/3PL	about		talk-IRR-SM	do-1SG","(Now) I want to tell (you) about what they used to tell the children.","","WORD_ALIGNED"
"a110","Omotom,","omotom","long_time","A long time ago ...","","WORD_ALIGNED"
"a111","omotom onggo ini Kati ambip, ogilan ye ka aip monok balin,","omotom	onggo	ini	Kati	ambip		ogilan	ye	ka	aip	mon-ok	balin","long_time	there	this (BI)	PN	region		foreign_person	3SG.M	person	there_is	come-SBJV	NEG","a long time ago, here in Kati place, before the foreigners came ...","","WORD_ALIGNED"
"a112","enamba alip, yi tana.","enamba	al-ip		yi	tana","parents	live-2/3PL		3PL	child","there lived parents, (with) their children.","","WORD_ALIGNED"
"a113","Enamba, yi tana alop, anyan nenggan.","enamba		yi	tana	alop		anyan	nenggan","parents		3PL	child	two		younger_sister	older_sister","Parents and two children, a younger sister and an older sister.","","WORD_ALIGNED"
"a114","Belon-belon bet wene bayipten go wene taleptelepip.","belon~belon	=bet	wen-e	ba-y-ip-ten	=go	wen-e	talep-teleb-ip","small~RED	=OBL	go-SM	take_care-PL.O-2/3PL-PFV	=PTC	go-SM	big-VBLZ.PL-2/3PL","They took care of the little ones until they were grown up.","","WORD_ALIGNED"
"a2560","Yi odo inon kibinok okune:","inon_kibinok	okun-e","every_day	like_that-SM","Every day they did just like this:","","WORD_ALIGNED"
