"ID","Primary_Text","Analyzed_Word","Glosses","Translation","Comment","LGR"
"a48","Edo, ne, ena, ambo Yamuk, anggotmi kumun.","edo		ne		ena		ambo	Yamuk		anggotmi	kumun","DEM.this		1SG		mother		older_brother	PN		friend	all","This is about me, mother, Yamuk, and all our friends.","","WORD_ALIGNED"
"a49","Okune Wolok kaba wenonup a, wene kim oya bet.","okun-e	Wolok	kaba	weno-n-up	=a		wen-e	kim	oya	=bet","like_that-SM	PN	estuary	go-SS-1PL	=LNK		go-SM	road	there	=OBL","We went to the estuary of Wolok river on the road.","","WORD_ALIGNED"
"a50","Ne ena bet tinggan Benem temun go wene ningge aup yeman, olalane keman.","ne	ena	=bet	tinggan	benem	tem-un	=go	wen-e	ningg-e	a-∅-up	yeman		olal-an-e	kem-an","1SG	mother	=OBL	mouse	kind_of_mouse	see-3SG.F	=PTC	go-SM	grab-SM	3SG.M.O-kill-1PL	about		talk-IRR-SM	do-1SG","I want to tell about when my mother saw a Benem rat and then we caught and killed it.","","WORD_ALIGNED"
"a51","Ambip kampung embet, nup ambuni bane walup.","ambip	kampung	embet		nup	ambuni	ban-e	wal-up","house	village (BI)	OBL.DEM.this		1PL	group	prepare	prepare-1PL","From (our) house in the village, our group prepared.","","WORD_ALIGNED"
"a52","Ta ena Kenmo ye ambuni bane walun e, okune Wolok kaba wunupten.","ta	ena	Kenmo	ye	ambuni	bane	wal-un	=e		okun-e	Wolok	kaba	wun-up-ten","and	mother	PN	3SG.M	group	prepare	prepare-3SG.F	=DS.SEQ		like_that-SM	PN	estuary	go-1PL-PFV","And mama Kenmo prepared herself, and like that we all went to the Wolok estuary.","","WORD_ALIGNED"
"a53","Wene Ninikaba tole, wene okune bomaup ko,","wen-e	Ninikaba	tol-e		wen-e	okun-e	boma-up	=ko","go-SM	NP	step_on:once-SM		go-SM	like_that-SM	walk-1PL	=PTC","When we arrived in Ninikaba, we just went on walking like that and ...","","WORD_ALIGNED"
"a54","wene wene Wolok kaba nanggi yeman oya bet,","wen-e	wen-e	Wolok	kaba	nangg-i	yeman	oya	=bet","go-SM	go-SM	PN	estuary	arrive-INF	for	there	=OBL","going on until almost arriving at the Wolok estaury ...","","WORD_ALIGNED"
"a55","ena bet kumunggun, ""Emba, kip ko okune kim mo wenene bili golo,""","ena	=bet	kumungg-un		emba		kip	=ko	okun-e	kim	mo	wene-n-e	bil-i	golo","mother	=OBL	tell-3SG.F		father_son		2PL	=PTC	like_that-SM	road	only	go-EP-SM	AUX.CONT-INF	CONJ","mom said, ""Sons, you keep going all along the road,""","","WORD_ALIGNED"
"a56","""ne go wene tinggan Benem amun wiyam bon eya aip.""","ne	=go	wen-e	tinggan	benem	amun	wiyam	bon	eya	aip","1SG	=PTC	go-SM	mouse	kind_of_mouse	nest	usual_place	place	here	there_is","""I go to where the Benem rat has its usual place.""","","WORD_ALIGNED"
"a57","""Temaget o"", enggun.","tem-a	=get	=o	engg-un","see-1SG.IMP	=and_then.SS	=QUOT	say-3SG.F","""I want to check it first"", she said.","","WORD_ALIGNED"
