"ID","Primary_Text","Analyzed_Word","Glosses","Translation","Comment","LGR"
"a4211","Edo otbop.","edo	otbop","DEM.this	story","This is a story.","","WORD_ALIGNED"
"a152","Wot aip keluden ye otbop.","wot	aip	kel-u-den	ye	otbop","moon	there_is	become-3SG.F-PFV	3SG.M	story","A story (about how) the moon came into being.","","WORD_ALIGNED"
"a153","Ege olalane keman eyen.","ege	olal-an-e	kem-an	eyen","DEM.here	talk-IRR-SM	AUX-1SG	this_is","This is what I want to tell.","","WORD_ALIGNED"
"a154","Adon mim ko, kon, yu kawupki yom, yi alop mo tiodonip.","adon	mim	=ko		kon		yu	kawupki	yom		yi	alop	mo	tio-d-o-n-ip","sun	one	=PTC		woman		3SG.F	brother	and		3PL	two	only	live-DUR-EPV-SS-2/3PL","Once upon a time, a woman was living with her brother.","","WORD_ALIGNED"
"a155","Wene om bat winipten.","wen-e	om	bat	win-ip-ten","go-SM	sago	hunt	go-2/3PL-PFV","They went to find sago.","","WORD_ALIGNED"
"a156","Om bat wene, tut a, om tut bon wenonip.","om	bat	wen-e		tut	=a		om	tut	bon	weno-n-ip","sago	hunt	go-SM		forest	=LNK		sago	forest	place	go-SS-2/3PL","They went to find sago, they went to the sago place in the forest.","","WORD_ALIGNED"
"a157","Wenonip wene om ambanggaip.","weno-n-ip	wen-e	om	ambangga-ip","go-SS-2/3PL	go-SM	sago	work-2/3PL","They went (there) and they made sago.","","WORD_ALIGNED"
"a158","Adon nakon, adon mim kedonip.","adon	nak-on		adon	mim	kedon-ip","sun	day_break-3SG.M		sun	one	start_to-2/3PL","The next day, they got up.","","WORD_ALIGNED"
"a159","Om wio kombipten.","om	wi-o	komb-ip-ten","sago	cut_down_tree:SG.O-SM	fell-2/3PL-PFV","They fell a sago tree.","","WORD_ALIGNED"
"a160","Wine kombe, alumip.","win-e	komb-e		alum-ip","cut_down_tree:SG.O-SM	put:SG.O-SM		chop_sago-2/3PL","They fell the tree and chopped sago.","","WORD_ALIGNED"
"a161","Alumonip,","alumo-n-ip","chop_sago-SS-2/3PL","They chopped it and they ...","","WORD_ALIGNED"
"a162","boma, wene opnon e,","boma		wen-e	opn-on	=e","walk		go-SM	become_evening-3SG.M	=DS.SEQ","they continued until evening and then ...","","WORD_ALIGNED"
"a4212","be kane wene anggipten.","b-e	kan-e	wen-e	angg-ip-ten","take:PL.O-SM	take:SG.O-SM	go-SM	sleep-2/3PL-PFV","they collected it and went (home) to sleep.","","WORD_ALIGNED"
"a163","Anggene, nakon ta kedo winipten.","angge-n-e		nak-on	ta	kedo	win-ip-ten","sleep-EPN-SM		day_break-3SG.M	again	out	go-2/3PL-PFV","Sleeping and the next day, they went out again.","","WORD_ALIGNED"
"a164","Okemonip wene, adon alopmim, odo.","okemo-n-ip	wen-e		adon	alopmim		odo","do_that-SS-2/3PL	go-SM		sun	three		DEM","They did so until the third day.","","WORD_ALIGNED"
"a165","Yu kawupki odo kedone enggon, ""Na, enggon!""","yu	kawupki	odo	kedon-e	engg-on		na		enggon","3SG.F	brother	DEM	start_to-SM	say-3SG.M		INTJ		friend","Her brother began to say, ""Sister!""","","WORD_ALIGNED"
"a4213","""Om mo anodup kole yo,""","om	mo	ano-d-up	kole	=yo","sago	only	eat-DUR-1PL	CONJ	=QUOT","""Since we are eating only sago all day ...""","","WORD_ALIGNED"
"a5160","""ne go kedo, ton ton bat kedo oktikap eyanu wanane keman o"", enggon.","ne	=go	kedo		ton~ton	bat	kedo	oktikap	eyanu	wan-an-e	kem-an	=o		engg-on","1SG	=PTC	out		fish~RED	hunt	out	downstream	here	go-IRR-SM	AUX-1SG	=QUOT		say-3SG.M","""I want to go out and downstream to find some fish"", he said.","","WORD_ALIGNED"
"a167","Enggane kedo tobon tinim mo bione,","engga-n-e	kedo	tobon	tinim	mo	bio-n-e","say-SS-3SG.M	then	sago_leaf_stick	bow	only	take:PL.O-SS-3SG.M","He said so and then he took some arrows made of splintered ribs of sago leaves and a bow ...","","WORD_ALIGNED"
"a4214","ano tinim,","ano	tinim","arrow	bow","arrows and a bow ...","","WORD_ALIGNED"
"a168","bione kedo ton wano waye wenen.","bio-n-e	kedo	ton	wano	way-e	wen-en","take:PL.O-SS-3SG.M	then	fish	down	look_for_animal-SM	go-3SG.M","took them and went to find some fish down there.","","WORD_ALIGNED"
"a169","waye boman mo wenen.","way-e	boma-n	=mo	wen-en","look_for_animal-SM	walk-N	=ADV	go-3SG.M","He was walking, looking out for fish.","","WORD_ALIGNED"
"a4216","Wene, ton odo be kane menen.","wen-e		ton	odo	b-e	kan-e	men-en","go-SM		fish	DEM	take:PL.O-SM	take:SG.O-SM	come-3SG.M","He collected an brought the fish.","","WORD_ALIGNED"
"a5161","Be kane menone, menggamben.","b-e	kan-e	meno-n-e		mengga-mb-en","take:PL.O-SM	take:SG.O-SM	come-SS-3SG.M		cook_on_leaf_oven-PL-3SG","He collected, brought and he cooked them.","","WORD_ALIGNED"
"a5277","Mengga anenggaen.","mengga	anengga-en","cook_on_leaf_oven	eat:PL.O-3SG.M","He coocked and ate a lot from it.","","WORD_ALIGNED"
"a172","Menggane, ye yeman odo ane,","mengga-n-e		ye	yeman	odo	an-e","cook_on_leaf_oven-SS-3SG.M		3SG.M	for	DEM	eat-SM","He cooked it and ate what was for himself ...","","WORD_ALIGNED"
"a4217","ta kedo yu, ye kon yeman ogo kedo kombenggon.","ta	kedo	yu		ye	kon	yeman	ogo	kedo	kombe-ngg-on","and	then	3SG.F		3SG.M	woman	for	DEM	out	put:SG.O-2/3SG.O-3SG.M","and he kept something for her, his woman (i.e. sister).","","WORD_ALIGNED"
"a173","Kombenggon, opnon, om bon bet munun.","Kombe-ngg-on		opn-on		om	bon	=bet	mun-un","put:SG.O-2/3SG.O-3SG.M		become_evening-3SG.M		sago	place	=OBL	come-3SG.F","He kept it for her, and when it became evening, she came (back) from the sago place.","","WORD_ALIGNED"
"a4218","Menonu,","meno-n-u","come-SS-3SG.F","She came and she ...","","WORD_ALIGNED"
"a5278","""Ih"", temun go om ko bane menggaen.","ih		tem-un	=go	om	=ko	ban-e	mengga-en","INTJ		see-3SG.F	=PTC	sago	=PTC	take_part_of-SM	cook_on_leaf_oven-3SG","""Oh!"", she saw that he had taken some of the sago and cooked it.","","WORD_ALIGNED"
"a4219","""Ah!""","ah","INTJ","""Oh!""","","WORD_ALIGNED"
"a175","""Kep ko, om odo wene kede bet bene menggaep ko?""","kep	=ko		om	odo	wene	kede	=bet	ben-e	mengga-ep	=ko","2SG.M	=PTC		sago	DEM	where	where	=OBL	take:PL.O-SM	cook_on_leaf_oven-2SG	=Q","""Hey you, from where did you take that sago and cook it?""","","WORD_ALIGNED"
"a176","Enggun go, yu kawupki edo enggon: ""Ah!""","engg-un	=go		yu	kawupki	edo	engg-on		ah","say-3SG.F	=PTC		3SG.F	brother	DEM.this	say-3SG.M		INTJ","She said so and her brother said: ""Oh!""","","WORD_ALIGNED"
"a4220","""Om ombet an o.""","om	ombet	=an	=o","sago	OBL.DEM	=COP	=QUOT","""It is from the sago.""","","WORD_ALIGNED"
"a4221","""Ton yanop menggain o.""","ton	yanop	mengga-in	=o","fish	there_is	cook_on_leaf_oven-1SG	=QUOT","""There is also fish that I cooked.""","","WORD_ALIGNED"
"a177","""Ani yeman an o"", enggon.","an-i	yeman	=an	=o	engg-on","eat-INF	for	=COP	=QUOT	say-3SG.M","""It is (for us) to eat"", he said.","","WORD_ALIGNED"
"a4222","""Hmm!?""","hmm","INTJ","""Huh!?""","","WORD_ALIGNED"
"a4223","""Om to ananup balin o!""","om	=to	an-an-up	balin	=o","sago	=PTC	eat-IRR-1PL	NEG	=QUOT","""We cannot eat that sago!""","","WORD_ALIGNED"
"a178","""Baat kedo Awin ambip onggo wonoden.""","baat	kedo	Awin	ambip	onggo	won-o-den","brother_in_law	out	PN	village	there	go-3SG.M-PFV","""(Your) brother-in-law went to Awin.""","","WORD_ALIGNED"
