"ID","Primary_Text","Analyzed_Word","Glosses","Translation","Comment","LGR"
"a8434","Edo otbop, taman Bruno Kakut yom Kowo wunup yeman.","Edo	otbop		taman	Bruno	Kakut	yom	Kowo	wun-up	yeman","DEM.this	language		younger_brother	PN	PN	and	PN	go-1PL	about","This is (a story) about going to Kowo river with brother Bruno Kakut.","","WORD_ALIGNED"
"a240","Sekolah bet mene, timbele timbele, ""Ah, taman.""","sekolah	=bet	men-e		timbel-e	timbel-e		ah	taman","school (BI)	=OBL	come-SM		sit-SM	sit-SM		INTJ	younger_brother","I came (back) from school and sat down, ""Oh brother.""","","WORD_ALIGNED"
"a241","""Ode, kowo wananup nea?""","ode		Kowo	wan-an-up	nea?","how		PN	go-IRR-1PL	Q","""How about going to Kowo river?""","","WORD_ALIGNED"
"a242","Enggan go, taman Bruno, ""eyuk"", enggon.","engg-an	=go	taman	Bruno	eyuk	engg-on","say-1SG	=PTC	younger_brother	PN	yes	say-3SG.M","I said so and brother Bruno said ""yes"".","","WORD_ALIGNED"
"a243","""Ah ambo wananup a, wananup.""","ah	ambo	wan-an-up	=a		wan-an-up","INTJ	older_brother	go-IRR-1PL	=LNK		go-IRR-1PL","""Oh brother, we will go, we will go.""","","WORD_ALIGNED"
"a958","""Wene Kowo, ok Widi eyom timbalanup.""","wen-e	Kowo		ok	Widi	eyom	timbal-an-up","go-SM	PN		river	PN	in_here	stay-IRR-1PL","Going to Kowo river, we will stay at Widi river.","","WORD_ALIGNED"
"a245","""Kele, wene Udeben timbalanup.""","kel-e		wen-e	Udeben	timbal-an-up","become-SM		go-SM	PN	stay-IRR-1PL","""Moving on, we will stay in Udeben.""","","WORD_ALIGNED"
"a246","""Kelo go ta ombet, wene Kilok Kone kaba.""","kel-o	=go	ta	ombet		wene	Kilok	Kone	kaba","become-SM	=PTC	and	OBL.DEM		go-SM	PN	PN	estuary","And from there, (we) go to the estuary of the Kilok Kone river.","","WORD_ALIGNED"
"a247","""Timbele, ta wadi bet kanggon okune,""","timbel-e		ta	wadi	=bet	kanggon	okun-e","stay-SM		and	up	=OBL	also	like_that-SM","""(We) stay (there) and from there we do the same (in the opposite direction) ...""","","WORD_ALIGNED"
"a248","""timbele amnom anggo, ta wudo mene Udeben kanggon.""","timbel-e	amnom	anggo		ta	wudo	men-e		Udeben	kanggon","stay-SM	night	five		again	into	come-SM		PN	also","""(we) stay for five days and come down to Udeben again (for five days).""","","WORD_ALIGNED"
"a6433","""Amnom anggo, mene ok Widi, amnom mim mo kelegolup kedo,""","amnom	anggo		men-e	ok	Widi		amnom	mim	mo	kele-gol-up	kedo","night	five		come-SM	river	PN		night	one	only	become-SS.SEQ-1PL	then","""Five nights, (we) come to Widi river and spend only one night (there) and then ...""","","WORD_ALIGNED"
"a250","""ambip kampung wananup o"", enggan go,","ambip	kampung	wan-an-up	=o	engg-an	=go","house	village	go-IRR-1PL	=QUOT	say-1SG	=PTC","""we will go home to the village"", I said (to him) and ...","","WORD_ALIGNED"
"a8435","taman ko ""eyuk o"", enggon.","taman	=ko	eyuk	=o	engg-on","younger_brother	=PTC	yes	=QUOT	say-3SG.M","the brother said: ""Yes"".","","WORD_ALIGNED"
"a251","""Ambo okunanup.""","ambo	okun-an-up","older_brother	like_that-IRR-1PL","""Brother, we will do like that.""","","WORD_ALIGNED"
"a252","Oyen enggon go, kedo nekwanup, tabuk.","oyen	engg-on	=go	kedo	nekwa-n-up		tabuk","that_is	say-3SG.M	=PTC	then	prepare-SS-1PL		tobacco (BI)","That is what he said, so we prepared it, the tobacco.","","WORD_ALIGNED"
"a253","Tabuk ko kedo Lampion bet alopmim aip kanup.","tabuk	=ko	kedo	Lampion	=bet	alopmim	aip	kan-up","tobacco (BI)	=PTC	out	PN	=OBL	three	there_is	take:SG.O-1PL","(As for the) tobacco, from Lampion we took three (packs).","","WORD_ALIGNED"
"a254","Surya bet, ayet anggo aip kanup.","Surya	=bet		ayet	anggo	aip	kan-up","PN	=OBL		pack	five	there_is	take:SG.O-1PL","From Surya, we took five packs.","","WORD_ALIGNED"
"a255","Kedo ta kodolok.","kedo	ta	kodolok","then	and	coconut","And then the coconuts.","","WORD_ALIGNED"
"a256","Ta kodolok odo anggo aip okune kanup.","ta	kodolok	odo	anggo	aip	okun-e	kan-up","and	coconut	DEM	five	there_is	like_that-SM	take:SG.O-1PL","There were five coconuts that we took.","","WORD_ALIGNED"
"a257","Garam, vetsin, belanga belon, okune beonup.","garam		vetsin		belanga	belon		okun-e	beo-n-up","salt (BI)		vetsin (BI)		cooking_pot (BI)	small		like_that-SM	take:PL.O-SS-1PL","Salt, vetsin, a small cooking pot, we took things like that.","","WORD_ALIGNED"
"a959","Kedo nup kedo enamba kumunggup ki.","kedo	nup	kedo	enamba	kumungg-up	=ki","then	1PL	out	parents	tell-1PL	=EMPH","Then we told our parents.","","WORD_ALIGNED"
"a6434","""Enamba, nup ko Kowo wanano kumup o"", enggup.","enamba		nup	=ko	Kowo	wan-an-o	kum-up	=o		engg-up","parents		1PL	=PTC	PN	go-IRR-SM	AUX-1PL	=QUOT		say-1PL","""Parents, we want to go to Kowo river"", we said.","","WORD_ALIGNED"
"a260","""Kowo go ok Widi bet bomanup ko wene Kilok Kone kaba.""","Kowo	=go	ok	Widi	=bet	bom-an-up	=ko	wen-e		Kilok	Kone	kaba","PN	=PTC	river	PN	=OBL	go-IRR-1PL	=PTC	go-SM		PN	PN	estuary","""(In order to get to) Kowo, we will go from Widi river to the estuary of Kilok Kone river.""","","WORD_ALIGNED"
"a261","""Kilok Kone kaba bet ta okune, ta bomane mene Widi dit.""","Kilok	Kone	kaba	=bet	ta	okun-e		ta	bom-an-e	men-e	Widi	dit","PN	PN	estuary	=OBL	and	like_that-SM		and	walk-IRR-SM	come-SM	PN	mouth","""From the estuary of Kilok Kone river, we go on like that and come to the mouth of Widi river.""","","WORD_ALIGNED"
"a262","""Kelenupket mananup o"", engge kele enamba ya kumunggup ki.","kele-n-up=ket	man-an-up	=o	engg-e	kel-e	enamba	ya	kumungg-up	=ki","become-SS-1PL=and_then.SS	come-IRR-1PL	=QUOT	say-SM	become-SM	parents	at	tell-1PL	=EMPH","""We do like that then we will come (back)"", we said to (our) parents.","","WORD_ALIGNED"
"a263","""E, emba, okune bomime, anggayom:""","E		emba		okun-e	bom-ime		anggayom","yes		father_son		like_that-SM	walk-2PL.IMP		PROHIB","""Yes, sons, you travel like that, (but there is one) prohibition:""","","WORD_ALIGNED"
"a264","""Takolon-takolon kemanip!""","takol-on	takol-on	kem-an-ip","leave-3SG.M	leave-3SG.M	do-IRR-2/3PL","""(Do not) split up!""","","WORD_ALIGNED"
"a265","Enamba go oyen engge kedo kumunggeyip go, wunupten.","enamba	=go	oyen	engg-e	kedo	kumungge-y-ip	=go	wun-up-ten","parents	=PTC	that_is	say-SM	out	tell-PL.RCV-2/3PL	=PTC	go-1PL-PFV","That's what the parents said to us and then we went.","","WORD_ALIGNED"
"a266","Bomanup wene, ok Widi dit.","boma-n-up	wen-e		ok	Widi	dit","walk-SS-1PL	go-SM		river	PN	mouth","We went to the mouth of Widi river.","","WORD_ALIGNED"
"a6966","Ok Widi dit ko tiup ko, amnom alop, anggo aip.","ok	Widi	dit	=ko	ti-up	=ko		amnom	alop		anggo	aip","river	PN	mouth	=PTC	stay-1PL	=PTC		night	two		five	there_is","We stayed at the mouth of Widi river for two nights, (or actually) five.","","WORD_ALIGNED"
"a268","Kelo wane, ta amyali mo ombet be, nombe bomanup.","Kel-o	wan-e		ta	amyali	mo	ombet	b-e		nomb-e	boma-n-up","become-SM	finish-SM		and	morning	only	OBL.DEM	take:PL.O-SM		row_boat-SM	walk-SS-1PL","(We) did like that and in the early morning, we took (our stuff) and rowed our boat on and we ...","","WORD_ALIGNED"
"a269","Kedo ok yo wadi wunup ki.","kedo	ok	yo	wadi	wun-up	=ki","then	river	upstream	up	go-1PL	=EMPH","Then we went upstream.","","WORD_ALIGNED"
"a270","Wene Udeben.","Wen-e	Udeben","go-SM	PN","To Udeben.","","WORD_ALIGNED"
"a271","Udeben oya, tiup.","Udeben	oya		ti-up","PN	there		stay-1PL","We stayed in Udeben.","","WORD_ALIGNED"
"a7054","Tiup.","ti-up","stay-1PL","We stayed (there).","","WORD_ALIGNED"
"a272","Tiup odo, Kowo wunupten odo medep balin?","ti-up	odo		Kowo	wun-up-ten	odo	medep	balin","stay-1PL	DEM		PN	go-1PL-PFV	DEM	what	NEG","We stayed, for what did we go to Kowo river?","","WORD_ALIGNED"
"a8436","Odo okmot an.","odo	okmot	=an","DEM	fishhook	=COP","It was for fishing.","","WORD_ALIGNED"
"a273","Okmot odo ton ani yeman.","okmot	odo	ton	an-i	yeman","fishhook	DEM	fish	eat-INF	for","The fishook were for eating fish.","","WORD_ALIGNED"
"a274","Kole ton odo, ok Widi bet odo anenggaup.","Kole	ton	odo		ok	Widi	=bet	odo	ane-ngga-up","CONJ	fish	DEM		river	PN	=OBL	DEM	eat-PL-1PL","So we ate the fish, those from Widi river.","","WORD_ALIGNED"
"a275","Mene Udeben ogo tionup, namup, okanggon anenggaup.","Men-e	Udeben	ogo	tio-n-up		nam-up		o=kanggon	anengga-up","come-SM	PN	DEM	stay-SS-1PL		throw:PL.O-1PL		there=also	eat:PL-1PL","We came to stay in Udeben and we fished and we also ate them all there.","","WORD_ALIGNED"
"a276","Anenggaup.","anengga-up","eat:PL-1PL","We ate all (of them).","","WORD_ALIGNED"
"a277","Ta ombet kedo tiup, wene amnom anggo nakon,","ta	ombet	kedo	ti-up		wene	amnom	anggo	nak-on","and	OBL.DEM	then	stay-1PL		until	night	five	day_break-3SG.M","We lived from that for five days,","","WORD_ALIGNED"
"a278","odo kedo ta Kilok Kone kaba wadi go wunup.","odo	kedo	ta	Kilok	Kone	kaba	wadi	=go	wun-up","DEM	then	and	PN	PN	estuary	up	=PTC	go-1PL","then we went upstream to the estuary of Kilok Kone.","","WORD_ALIGNED"
"a279","Wene wadi bet, kumunggan.","Wen-e	wadi	=bet		kumungg-an","go-SM	up	=OBL		tell-1SG","(We) went up there and I talked (to him).","","WORD_ALIGNED"
"a280","Tionup wene nangge, kono nong a yenenggambe: ""Taman!""","tio-n-up	wen-e	nangg-e		kono	nong	=a	yenengga-mb-e		taman","sit-SS-1PL	go-SM	arrive-SM		boat	rope	=LNK	tie-PL-SM		younger_brother","We sat and arrived there and tied the canoe safely, (I said:) ""Brother!""","","WORD_ALIGNED"
"a281","""Eya edo, midin odo kadek-kadek adep kole,""","eya	edo		midin	odo	kadek~kadek	adep	kole","here	DEM.this		kind_of_shrimps	DEM	difficult~RED	like	CONJ","""Here, it is difficult (catching) the little shrimps, so...""","","WORD_ALIGNED"
"a7055","""ombet bet.""","ombet	=bet","srimp_trap	=OBL","""(we try) with the shrimp traps.""","","WORD_ALIGNED"
"a282","""Ombet kanggon alopmim.""","ombet	kanggon	alopmim","shrimp_trap	also	three","""There are three shrimp traps.""","","WORD_ALIGNED"
"a8437","""Onongmegulupket,""","onongme-gul-up	=ket","make-SS.SEQ-1PL	=and_then.SS","""We make them and then ...""","","WORD_ALIGNED"
"a283","""wene ano namone, adi namone, wip namone,""","wen-e	ano	namon-e		adi	namon-e		wip	namon-e","go-SM	down_there	put_in_water-SM		up_there	put_in_water-SM		middle	put_in_water-SM","""go to put it (into the water) down there, put it (into the water) up there, and put it (into the water) in the middle ...","","WORD_ALIGNED"
"a284","""kemogulupket, ombet nami in o,""","kemo-gul-up	=ket		ombet	nami	=in	=o","do-SS.SEQ-1PL	=and_then.SS		shrimp_trap	throw:PL.O-INF	=COP	=QUOT","""we do like that and keep on setting the traps,""","","WORD_ALIGNED"
"a8438","""okune opkon kole,""","okun-e	opkon	kole","like_that-SM	think	CONJ","""think about that so ...""","","WORD_ALIGNED"
"a285","""bot bon, ok notbon kudok-kudok kole"", okunin enggan.","bot	bon		ok	notbon	kudok~kudok	kole		okun-in	engg-an","stone	place		harbor	harbor	good~RED	CONJ		like_that-1SG	say-1SG","""it is a stony place, this is a good harbor (=spot)"", I said.","","WORD_ALIGNED"
"a286","Enggan go wene om embit wame, be menen.","engg-an	=go	wen-e	om	embit	wam-e		b-e	men-en","say-1SG.PFV	=PTC	go-SM	sago	leaf	cut-SM		take:PL.O-SM	come-3SG.M.IPFV","I said so and he went to cut some sago leaves and brought them.","","WORD_ALIGNED"
"a287","Wame be monon e, kedo onongman.","wam-e	b-e	mon-on	=e		kedo	onongm-an","cut-SM	take:PL.O-SM	come-3SG.M	=DS.SEQ		then	make-1SG.PFV","He cut and brought them, and then I made it.","","WORD_ALIGNED"
"a8510","Kedo onongman.","kedo	onongm-an","then	make-1SG","I made it.","","WORD_ALIGNED"
"a288","Mim onongme, onongmoni kedo koloban.","mim	onongm-e		onongmo-n-i	kedo	kolob-an","one	make-SM		make-SS-1SG	then	show-1SG","I made one, I made it and then showed it (to him).","","WORD_ALIGNED"
"a289","""Kep ko ekune onongme yo"", enggan.","kep	=ko	ekun-e	onongm-e	=yo	engg-an","2SG	=PTC	like_this-SM	make-2SG.IMP	=QUOT	say-1SG","""You make (them) like this"", I said.","","WORD_ALIGNED"
"a290","Ekune, ekune onongmeni kedo kolobenggan.","Ekun-e		ekun-e	onongme-n-i	kedo	kolobe-ngg-an","like_this-SM		like_this-SM	make-SS-1SG	then	show-2/3SG.O-1SG","Like this, I made (it) like this and showed (it) to him.","","WORD_ALIGNED"
"a291","Kolobenggan go oya,","kolobe-ngg-an	=go	oya","show-2/3SG.O-1SG	=PTC	there","I showed him and there ...","","WORD_ALIGNED"
"a8511","oya kemone wene,","oya	kemo-n-e	wen-e","there	do-SS-3SG.M	go-SM","he did that there and ...","","WORD_ALIGNED"
"a292","""Ambo ekunen e?"", engganon e,","ambo	ekun-en	e?		engga-n-on	=e","older_brother	like_this-3SG.M	Q		say-EPN-3SG.M	=DS.SEQ","""Brother like this?"" he asked and then (I answered:)","","WORD_ALIGNED"
"a8512","""E okune!""","e	okun-e","yes	like_that-2SG.IMP","""Yes, do like that!""","","WORD_ALIGNED"
"a8513","""Ne go ege onongman eyen gole.""","ne	=go	ege	onongm-an	eyen	gole","1SG	=PTC	DEM.here	make-1SG	this_is	CONJ","""Because this is how I made it here.""","","WORD_ALIGNED"
"a293","Okune, belewane wene mim.","okun-e		belewa-n-e		wen-e	mim","like_that-SM		struggle-SS-3SG.M		go-SM	one","Like that, he struggled (to make even) one.","","WORD_ALIGNED"
"a960","Belewane, ye go kibikti gole, ne adin wane kalan got,","belewa-n-e		ye	=go	kibikti	gole		ne	adin	wan-e	kal-an	=got","struggle-SS-3SG.M		3SG.M	=TOP	just_now	CONJ		1SG	first	cut-SM	thow:SG-1SG	=and_then.DS","He struggled because it was new for him, so I set one first and then ...","","WORD_ALIGNED"
"a8514","ta ye go yondem bet wane kalon.","ta	ye	=go	yondem	=bet	wan-e	kal-on","and	3SG.M	=PTC	later	=OBL	cut-SM	throw:SG.O-3SG.M","he set one after that.","","WORD_ALIGNED"
"a295","Nekwa wane, tama go beo wunup bet kole,","nekwa	wan-e		tama	=go	be-o	wun-up	=bet	kole","prepare	finish-SM		termite	=PTC	take:PL.O-SM	go-1PL	=OBL	CONJ","We finished preparing and then we took some termites, so ...","","WORD_ALIGNED"
"a296","kawutmo tabangganup a, ayekon oya watme,","kawut=mo	tabangga-n-up	=a		ayekon	oya	watm-e","directly=ADV	chop:PL.O-SS-1PL	=LNK		leaf	there	cut-SM","we chopped (it) quickly and we cut leaves around there ...","","WORD_ALIGNED"
"a297","be kedo ombet dem,","b-e	kedo	ombet	dem","take:PL.O-SM	then	shrimp_trap	in","we took (them) into the shrimp trap ...","","WORD_ALIGNED"
"a298","tama tabangganup,","tama	tabangga-n-up","termite	split:PL.O-SS-1PL","we split the termites and ...","","WORD_ALIGNED"
"a299","be kane ombet dem, bot na, kawut ok tem wom numbuyen bomup.","b-e	kan-e	ombet	dem		bot	na		kawut	ok	tem	wom	numbuy-en	bom-up","take:PL.O-SM	take:SG.O-SM	shrimp_trap	in		stone	put_in		directly	water	in	inside	put_into-N	walk-1PL","put them into the shrimp trap, (we) put in some stones, we quickly started putting (the shrimp traps) into the water.","","WORD_ALIGNED"
"a300","Bomup e adon, ""Ah, edo wunipten"" engge,","bom-up	=e	adon		ah		edo	wun-ip-ten	engg-e","walk-1PL	=DS.SEQ	sun		INTJ		DEM.this	enter-2/3PL-PFV	say-SM","We walked (around) and ""oh, they (=the little shrimps) must have gone into this (trap),"" we said and ...","","WORD_ALIGNED"
"a8515","ta wene kane kane,","ta	wen-e	kan-e	kan-e","CONJ	go-SM	take:SG.O-SM	take:SG.O-SM","and (we) went to take (the traps) out ...","","WORD_ALIGNED"
