"ID","Primary_Text","Analyzed_Word","Glosses","Translation","Comment","LGR"
"a134","On Yom oye kaduk odo.","on	yom	oye	kaduk	odo","bird	kind_of_bat	POSS.DEM	person	DEM","This is about the bat.","","WORD_ALIGNED"
"a135","Kaduk, ye go ye amban yanop.","kaduk		ye	=go	ye	amban	yanop","person		3SG.M	=PTC	3SG.M	wife	there_is","A man, he had a wife.","","WORD_ALIGNED"
"a136","Yu, amban, yu taman ko mim an.","yu		amban		yu	taman	=ko	mim	=an","3SG.F		wife		3SG.F	younger_brother	=PTC	one	=COP","She, the wife, she had a brother.","","WORD_ALIGNED"
"a3648","Mim jadi, kedone om wine kolonggoden.","mim	jadi		kedon-e	om	win-e	kolongg-o-den","one	so (BI)		start-SM	sago	cut_down-SM	leave-3SG.M-PFV","One (brother), so he cut down a sago tree for her.","","WORD_ALIGNED"
"a138","Ke, ""ade yanop kole, kup taman yanop kole, om ko alume!""","ke		ade	yanop	kole		kup	taman	yanop	kole		om	=ko	alum-e","so		parent_in_law	there_is	CONJ		2SG.F	younger_brother	there_is	CONJ		sago	=PTC	chop_sago-2SG.IMP","So (he said:) ""Here you have (my) parent-in-law, you have a brother, you (can) make the sago (without me)!""","","WORD_ALIGNED"
"a4497","Ma ye go Awin ambip wenen.","ma	ye	=go	Awin	ambip	wen-en","but	3SG.M	=PTC	PN	village	go-3SG.M","Then he went to Awin region.","","WORD_ALIGNED"
"a139","Baat, jadi ye baat ko Awin ambip wonoden.","baat		jadi	ye	baat	=ko	Awin	ambip	won-o-den","brother_in_law		so (BI)	3SG.M	brother_in_law	=PTC	PN	village	go-3SG.M-PFV","The brother-in-law, so his brother-in-law went off to the Awin region.","","WORD_ALIGNED"
"a534","Wonoden got yi bet mo tiip.","won-o-den	=got	yi	=bet	mo	ti-ip","go-3SG.M-PFV	=and_then.DS	3PL	=OBL	alone	live-2/3PL","He went off, so they stayed alone.","","WORD_ALIGNED"
"a141","Tionip ket, wonoden gole tiip, koe.","tio-n-ip	=ket		won-o-den	gole	ti-ip		koe","live-SS-2/3PL	=and_then.SS		go-3SG.M-PFV	CONJ	live-2/3PL		INTJ","They stayed and then, he went off so they stayed, alright.","","WORD_ALIGNED"
"a142","Tionip a, ko, om ko,","tio-n-ip	=a		ko		om	=ko","live-SS-2/3PL	=LNK		PTC		sago	=PTC","They stayed and the sago ...","","WORD_ALIGNED"
"a4498","be mene,","b-e	men-e","take:PL.O-SM	come-SM","they brought it and ...","","WORD_ALIGNED"
"a143","om alume wane, yale ko, mananip e,","om	alum-e	wan-e		yal-e	=ko		man-an-ip	=e","sago	chop_sago-SM	finish-SM		put:PL.O-SM	=PTC		come-IRR-2/3PL	=DS.SEQ","after they made the sago, they put it down and then they would come and then ...","","WORD_ALIGNED"
"a144","Ah, mok kolip a, ya?","Ah		mok	kol-ip	=a		ya","INTJ		INTJ	stop-2/3PL	=LNK		yes (BI)","Oh, you just wait, yeah?","","WORD_ALIGNED"
"a145","Kip ko kolip a.","kip	=ko	kol-ip	=a","2PL	=PTC	stop-2/3PL	=LNK","You all just wait.","","WORD_ALIGNED"
"a146","Ye aip wonoden oyip a.","ye	aip	won-o-den	oyip	=a","3SG.M	there_is	go-3SG.M-PFV	also	=LNK","For him to come.","","WORD_ALIGNED"
"a4188","""Monok ga ya"", enggimo,","mon-ok	=ga	=ya	engg-i=mo","come-3SG.IMP	=PTC	=QUOT	say-INF=always","""Let him come (back first)"", they would say,","","WORD_ALIGNED"
